title,authors,year,description,url,citations
[BOOK][B] An introduction to systems biology: design principles of biological circuits,U Alon,2019,"… simplifying principles, but biology is astoundingly complex. … principles throughout the history 
of biology. The search for these … This book presents one path into systems biology based on …",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.1201/9780429283321&type=googlepdf,4876
"The biogenesis, biology and characterization of circular RNAs","LS Kristensen, MS Andersen, LVW Stagsted",2019,"… This Review describes recent progress in our understanding of the biogenesis and 
biology of circRNAs and delineates modern technologies that will further advance this rapidly …",https://www.nature.com/articles/s41576-019-0158-7,3659
"An overview of microRNAs: Biology, functions, therapeutics, and analysis methods","K Saliminejad, HR Khorram Khorshid",2019,"MicroRNAs (miRNAs) are a class of small noncoding RNAs, which function in posttranscriptional 
regulation of gene expression. They are powerful regulators of various cellular activities …",https://onlinelibrary.wiley.com/doi/abs/10.1002/jcp.27486,1768
Mesenchymal stem cell perspective: cell biology to clinical progress,"MF Pittenger, DE Discher, BM Péault",2019,"… MSCs have become widely studied over the past ~30 years for their interesting cell biology, 
… In the sections below, we highlight developments and understanding in the cell biology of …",https://www.nature.com/articles/s41536-019-0083-6,1679
CRC handbook of biochemistry and molecular biology,GD Fasman,2019,"Cumulative Series Index for CRC Handbook of Biochemistry and Molecular Biology; Edition 
3 … Handbook of Biochemistry and Molecular Biology … RECENT ADVANCES IN …",https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9780429291425-3&type=chapterpdf,1460
T follicular helper cell biology: a decade of discovery and diseases,S Crotty,2019,"Helping B cells and antibody responses is a major function of CD4 + T cells. It has been 10 
years since the publication of Bcl6 as the lineage-defining transcription factor for T follicular …",https://www.cell.com/immunity/fulltext/S1074-7613(19)30191-8,1392
[BOOK][B] The biology of caves and other subterranean habitats,"DC Culver, T Pipan",2019,"… subterranean biology. irty- ve years ago, when one of us (DCC) wrote a book on the biology 
… We have assumed no training in biology beyond a standard university year-long course, …",https://books.google.com/books?hl=en&lr=&id=azGPDwAAQBAJ&oi=fnd&pg=PP1&dq=biology&ots=W6MJKUn4wY&sig=oAs22xqLDY80gX4gMeBFCPoYNBY,1221
Microglia biology: one century of evolving concepts,"M Prinz, S Jung, J Priller",2019,"… Over the past few decades, microglia biology has undergone a revolution with regard to our 
… , little information is available regarding microglia biology in the human brain. This will be …",https://www.cell.com/cell/fulltext/S0092-8674(19)31004-9,1193
Vascular endothelial cell biology: an update,A Krüger,2019,"The vascular endothelium, a monolayer of endothelial cells (EC), constitutes the inner 
cellular lining of arteries, veins and capillaries and therefore is in direct contact with the …",https://www.mdpi.com/1422-0067/20/18/4411,1136
The integrative biology of type 2 diabetes,"M Roden, GI Shulman",2019,"Obesity and type 2 diabetes are the most frequent metabolic disorders, but their causes 
remain largely unclear. Insulin resistance, the common underlying abnormality, results from …",https://www.nature.com/articles/s41586-019-1797-8,1112
The Hippo pathway: biology and pathophysiology,"S Ma, Z Meng, R Chen, KL Guan",2019,"The Hippo pathway was initially discovered in Drosophila melanogaster as a key regulator 
of tissue growth. It is an evolutionarily conserved signaling cascade regulating numerous …",https://www.annualreviews.org/content/journals/10.1146/annurev-biochem-013118-111829,1048
Platelet biology and functions: new concepts and clinical perspectives,"PEJ van der Meijden, JWM Heemskerk",2019,"Platelets—blood cells continuously produced from megakaryocytes mainly in the bone 
marrow—are implicated not only in haemostasis and arterial thrombosis, but also in other …",https://www.nature.com/articles/s41569-018-0110-0.,929
The role of necroptosis in cancer biology and therapy,"Y Gong, Z Fan, G Luo, C Yang, Q Huang, K Fan",2019,"Apoptosis resistance is to a large extent a major obstacle leading to chemotherapy failure 
during cancer treatment. Bypassing the apoptotic pathway to induce cancer cell death is …",https://link.springer.com/article/10.1186/s12943-019-1029-8,907
Biology and therapeutic potential of interleukin-10,"M Saraiva, P Vieira, A O'garra",2019,"The cytokine IL-10 is a key anti-inflammatory mediator ensuring protection of a host from 
over-exuberant responses to pathogens and microbiota, while playing important roles in other …",https://rupress.org/jem/article-abstract/217/1/e20190418/132577,887
Baculovirus molecular biology,GF Rohrmann,2019,"… some features of baculovirus biology in terms of their hypothetical function. These theories 
are based on current and probably very limited understanding of the biology of this complex …",https://ir.library.oregonstate.edu/concern/defaults/7d279043k?localeen,797
[BOOK][B] Data-centric biology: A philosophical study,S Leonelli,2019,"… In Data-Centric Biology, Sabina Leonelli probes the … potential impact of data-centric biology, 
she draws on scholarship … of science, Data-Centric Biology offers a nuanced account of an …",https://www.degruyter.com/document/doi/10.7208/9780226416502/html,765
The Biology of Streptococcus mutans,"JA Lemos, SR Palmer, L Zeng, ZT Wen",2019,"As a major etiological agent of human dental caries, Streptococcus mutans resides primarily 
in biofilms that form on the tooth surfaces, also known as dental plaque. In addition to caries…",https://journals.asm.org/doi/abs/10.1128/microbiolspec.gpp3-0051-2018,740
A general introduction to glucocorticoid biology,"S Timmermans, J Souffriau, C Libert",2019,"… Increased knowledge on GC and GR biology together with a better understanding of the … 
We here provide a general overview on the current insights in GC biology with a focus on GC …",https://www.frontiersin.org/articles/10.3389/fimmu.2019.01545/full,650
The controversies of silicon's role in plant biology,"D Coskun, R Deshmukh, H Sonah, JG Menzies",2019,"Contents Summary 67 I. Introduction 68 II. Silicon transport in plants: to absorb or not to absorb 
69 III. The role of silicon in plants: not just a matter of semantics 71 IV. Silicon and biotic …",https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.15343,633
"Machine learning for integrating data in biology and medicine: Principles, practice, and opportunities","M Zitnik, F Nguyen, B Wang, J Leskovec",2019,"… New technologies have enabled the investigation of biology and human health at an … 
We provide examples of successful data integration in biology and medicine. Finally, we …",https://www.sciencedirect.com/science/article/pii/S1566253518304482,605
Antioxidant defence systems and oxidative stress in poultry biology: An update,"PF Surai, II Kochish, VI Fisinin, MT Kidd",2019,"Poultry in commercial settings are exposed to a range of stressors. A growing body of 
information clearly indicates that excess ROS/RNS production and oxidative stress are major …",https://www.mdpi.com/2076-3921/8/7/235,557
[BOOK][B] Flies and disease: II. Biology and disease transmission,B Greenberg,2019,"This second volume of Flies and Disease spans the recorded history of synanthropic flies, 
from earliest Sumerian writings to contemporary research on their biology and involvement in …",https://www.degruyter.com/document/doi/10.1515/9780691196718/html,540
Cellular biology of fracture healing,"CS Bahney, RL Zondervan, P Allison",2019,"The biology of bone healing is a rapidly developing science. Advances in transgenic and 
gene‐targeted mice have enabled tissue and cell‐specific investigations of skeletal …",https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.24170,539
Clinical update on head and neck cancer: molecular biology and ongoing challenges,"E Alsahafi, K Begg, I Amelio, N Raulf, P Lucarelli",2019,"… of the molecular biology of … biology of HNSCC, alongside an understanding of tumour–microenvironment 
interactions. This review will explore the current knowledge of HNSCC biology …",https://www.nature.com/articles/s41419-019-1769-9,539
The pathogenesis of endometriosis: molecular and cell biology insights,"AS Laganà, S Garzon, M Götte, P Viganò",2019,"The etiopathogenesis of endometriosis is a multifactorial process resulting in a heterogeneous 
disease. Considering that endometriosis etiology and pathogenesis are still far from …",https://www.mdpi.com/1422-0067/20/22/5615,522
The biology and functional importance of MAIT cells,"DI Godfrey, HF Koay, J McCluskey, NA Gherardin",2019,"In recent years, a population of unconventional T cells called ‘mucosal-associated invariant 
T cells’ (MAIT cells) has captured the attention of immunologists and clinicians due to their …",https://www.nature.com/articles/s41590-019-0444-8,510
The biology of extracellular vesicles: The known unknowns,"L Margolis, Y Sadovsky",2019,"… What is the contribution of biogenesis pathway and composition to the definition of EV 
biology? The enormous complexity of EV biology can be somewhat reduced by linking structural …",https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000363,498
"[BOOK][B] The solitary bees: biology, evolution, conservation","BN Danforth, RL Minckley, JL Neff",2019,"… on bee biology during … biology through their field work and careful observations, often in 
remote, harsh, and inaccessible parts of the world. The stories we tell about solitary bee biology …",https://books.google.com/books?hl=en&lr=&id=4ceXDwAAQBAJ&oi=fnd&pg=PP9&dq=biology&ots=KNfAu0MXrN&sig=-SHA2gG0elYhqMYPhrpsaRV_0zU,495
"Nanocarbons for biology and medicine: sensing, imaging, and drug delivery","N Panwar, AM Soehartono, KK Chan, S Zeng",2019,"Nanocarbons with different dimensions (eg, 0D fullerenes and carbon nanodots, 1D carbon 
nanotubes and graphene nanoribbons, 2D graphene and graphene oxides, and 3D …",https://pubs.acs.org/doi/abs/10.1021/acs.chemrev.9b00099,483
Spatial proteomics: a powerful discovery tool for cell biology,"E Lundberg, GHH Borner",2019,"… essential for a complete understanding of cell biology. Owing to substantial advances in … 
spatial proteomics finally integrates with cell biology and medical research, thereby paving …",https://www.nature.com/articles/s41580-018-0094-y,478
Spinal cord repair: advances in biology and technology,"G Courtine, MV Sofroniew",2019,"Individuals with spinal cord injury (SCI) can face decades with permanent disabilities. 
Advances in clinical management have decreased morbidity and improved outcomes, but no …",https://www.nature.com/articles/s41591-019-0475-6,458
[BOOK][B] Basic and applied bone biology,"DB Burr, MR Allen",2019,"… of the basics of bone biology. Bone biology researchers who also train undergraduate and 
… of the technical aspects of qualification in bone biology (eg, mechanics, histomorphometry, …",https://books.google.com/books?hl=en&lr=&id=MwWJDwAAQBAJ&oi=fnd&pg=PP1&dq=biology&ots=FZL_LSw887&sig=PxOoWYWOvhhFtIi-NpscXmY4iV0,439
[HTML][HTML] Systems biology of plant-microbiome interactions,"PA Rodriguez, M Rothballer, SP Chowdhury",2019,"In natural environments, plants are exposed to diverse microbiota that they interact with in 
complex ways. While plant–pathogen interactions have been intensely studied to understand …",https://www.cell.com/molecular-plant/fulltext/S1674-2052(19)30171-6?dgcid=raven_jbs_etoc_email,426
A review of cell-based computational modeling in cancer biology,"J Metzcar, Y Wang, R Heiland",2019,"Cancer biology involves complex, dynamic interactions between cancer cells and their tissue 
microenvironments. Single-cell effects are critical drivers of clinical progression. Chemical …",https://ascopubs.org/doi/abs/10.1200/CCI.18.00069,406
"MiRNAs: biology, biogenesis, their web-based tools, and databases","M Tafrihi, E Hasheminasab",2019,"Introduction: MicroRNAs (miRNAs), which are evolutionarily conserved, and endogenous 
non-coding RNAs, participate in the post-transcriptional regulation of eukaryotic genes. The …",https://www.ingentaconnect.com/content/ben/mirna/2019/00000008/00000001/art00004,185
Data gaps and opportunities for comparative and conservation biology,"DA Conde, J Staerk, F Colchero",2019,"Biodiversity loss is a major challenge. Over the past century, the average rate of vertebrate 
extinction has been about 100-fold higher than the estimated background rate and population …",https://www.pnas.org/doi/abs/10.1073/pnas.1816367116,181
LncRNAs in vascular biology and disease,"V Simion, S Haemmig, MW Feinberg",2019,"Accumulating studies indicate that long non-coding RNAs (lncRNAs) play important roles in 
the regulation of diverse biological processes involved in homeostatic control of the vessel …",https://www.sciencedirect.com/science/article/pii/S153718911730441X,168
A revised perspective of skeletal stem cell biology,"TH Ambrosi, MT Longaker, CKF Chan",2019,"… In this review, we examine the state-of-the-art knowledge of SSC biology and try to establish 
a common ground for the definition and terminology of specific bone-resident stem cells. We …",https://www.frontiersin.org/articles/10.3389/fcell.2019.00189/full,167
[HTML][HTML] Future trends in synthetic biology—a report,"M El Karoui, M Hoyos",2019,"Leading researchers working on synthetic biology … -economic benefits of synthetic biology, 
they also examined the … bodies to ensure that synthetic biology research is carried out …",https://www.frontiersin.org/articles/10.3389/fbioe.2019.00175/full?trk=public_post_comment-text,160
3D scaffolds to study basic cell biology,"M Hippler, ED Lemma, S Bertels, E Blasco",2019,"Mimicking the properties of the extracellular matrix is crucial for developing in vitro models of 
the physiological microenvironment of living cells. Among other techniques, 3D direct laser …",https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201808110,147
Biology and function of miR159 in plants,"AA Millar, A Lohe, G Wong",2019,"MicroR159 (miR159) is ancient, being present in the majority of land plants where it targets 
a class of regulatory genes called GAMYB or GAMYB-like via highly conserved miR159-…",https://www.mdpi.com/2223-7747/8/8/255,140
RetroRules: a database of reaction rules for engineering biology,"T Duigou, M Du Lac, P Carbonell",2019,"… The use of such rules is becoming increasingly important in the context of synthetic biology 
applied to de novo pathway discovery and in systems biology to discover underground …",https://academic.oup.com/nar/article-abstract/47/D1/D1229/5128930,117
"O organism, where art thou? Old and new challenges for organism-centered biology",J Baedke,2019,"This paper addresses theoretical challenges, still relevant today, that arose in the first decades 
of the twentieth century related to the concept of the organism. During this period, new …",https://link.springer.com/article/10.1007/s10739-018-9549-4,108
Ommochromes in invertebrates: biochemistry and cell biology,"F Figon, J Casas",2019,"Ommochromes are widely occurring coloured molecules of invertebrates, arising from 
tryptophan catabolism through the so‐called Tryptophan → Ommochrome pathway. They are …",https://onlinelibrary.wiley.com/doi/abs/10.1111/brv.12441,102
AI empowers conservation biology,R Kwok,2019,"BY ROBERTA KWOK When researchers collect audio recordings of birds, they are usually 
listening for the animals’ calls. But conservation biologist Marc Travers is interested in the …",https://www.nature.com/articles/d41586-019-00746-1,95
"[BOOK][B] Nonlinear dynamics and chaos: with applications to physics, biology, chemistry, and engineering",SH Strogatz,2018,"This textbook is aimed at newcomers to nonlinear dynamics and chaos, especially students 
taking a first course in the subject. The presentation stresses analytical methods, concrete …",https://www.taylorfrancis.com/books/mono/10.1201/9780429492563/nonlinear-dynamics-chaos-steven-strogatz,18203
"[BOOK][B] Randomization, bootstrap and Monte Carlo methods in biology",BFJ Manly,2018,"Modern computer-intensive statistical methods play a key role in solving many problems 
across a wide range of scientific disciplines. This new edition of the bestselling Randomization, …",https://www.taylorfrancis.com/books/mono/10.1201/9781315273075/randomization-bootstrap-monte-carlo-methods-biology-bryan-manly-chris-chatfield-martin-tanner-bradley-carlin-jim-zidek-bryan-manly,10110
Shedding light on the cell biology of extracellular vesicles,"G Van Niel, G d'Angelo, G Raposo",2018,"Extracellular vesicles are a heterogeneous group of cell-derived membranous structures 
comprising exosomes and microvesicles, which originate from the endosomal system or which …",https://www.nature.com/articles/nrm.2017.125.,7249
The biology and management of non-small cell lung cancer,"RS Herbst, D Morgensztern, C Boshoff",2018,"Important advancements in the treatment of non-small cell lung cancer (NSCLC) have been 
achieved over the past two decades, increasing our understanding of the disease biology …",https://www.nature.com/articles/nature25183,4155
Opportunities and obstacles for deep learning in biology and medicine,"T Ching, DS Himmelstein",2018,"Deep learning describes a class of machine learning algorithms that are capable of combining 
raw inputs into layers of intermediate features. These algorithms have recently shown …",https://royalsocietypublishing.org/doi/abs/10.1098/rsif.2017.0387,2300
"[BOOK][B] Introduction to computational biology: maps, sequences and genomes",MS Waterman,2018,"Biology is in the midst of a era yielding many significant discoveries and promising many 
more. Unique to this era is the exponential growth in the size of information-packed databases. …",https://www.taylorfrancis.com/books/mono/10.1201/9780203750131/introduction-computational-biology-michael-waterman,2005
[BOOK][B] Philosophy of biology,E Sober,2018,"Perhaps because of it implications for our understanding of human nature, recent philosophy 
of biology has seen what might be the most dramatic work in the philosophies of the ?…",https://www.taylorfrancis.com/books/mono/10.4324/9780429494871/philosophy-biology-elliott-sober,1943
Protein phase separation: a new phase in cell biology,"S Boeynaems, S Alberti, NL Fawzi, T Mittag",2018,"Cellular compartments and organelles organize biological matter. Most well-known organelles 
are separated by a membrane boundary from their surrounding milieu. There are also …",https://www.cell.com/trends/cell-biology/fulltext/S0962-8924(18)30028-X,1899
ROS signalling in the biology of cancer,"JN Moloney, TG Cotter",2018,"Increased reactive oxygen species (ROS) production has been detected in various cancers 
and has been shown to have several roles, for example, they can activate pro-tumourigenic …",https://www.sciencedirect.com/science/article/pii/S1084952116303834,1872
[BOOK][B] Behave: The biology of humans at our best and worst,RM Sapolsky,2018,"… And if everyone took enough classes about the biology of violence and studied hard, we'd 
all be able to take a nap between the snoozing lion and lamb. Such is the delusional sense of …",https://books.google.com/books?hl=en&lr=&id=WN5TDwAAQBAJ&oi=fnd&pg=PA1&dq=biology&ots=1rYBF0_7Gb&sig=Ijxvncdl2ydqtr6jprhad3h40lA,1771
[BOOK][B] Stochastic modelling for systems biology,DJ Wilkinson,2018,"… biology and medicine. It seeks to encourage the integration of mathematical, statistical, and 
computational methods into biology … sciences and fundamental biology and bioengineering, …",https://www.taylorfrancis.com/books/mono/10.1201/9781351000918/stochastic-modelling-systems-biology-third-edition-darren-wilkinson,1548
[BOOK][B] Mathematics in population biology,HR Thieme,2018,"The formulation, analysis, and re-evaluation of mathematical models in population biology 
has become a valuable source of insight to mathematicians and biologists alike. This book …",https://books.google.com/books?hl=en&lr=&id=9f9aDwAAQBAJ&oi=fnd&pg=PP1&dq=biology&ots=nQ5t_m2K2T&sig=AycN7xkXfoKvCAWAcssTc6BbFH4,1525
KBase: the United States department of energy systems biology knowledgebase,"AP Arkin, RW Cottingham, CS Henry, NL Harris",2018,"Although similar integrative tools exist (Supplementary Note 2), no other open platform 
shares all KBase’s features, which include the following:(i) comprehensive support for data …",https://www.nature.com/articles/nbt.4163,1306
The biology and role of CD44 in cancer progression: therapeutic implications,"C Chen, S Zhao, A Karnad, JW Freeman",2018,"CD44, a non-kinase transmembrane glycoprotein, is overexpressed in several cell types 
including cancer stem cells and frequently shows alternative spliced variants that are thought to …",https://link.springer.com/article/10.1186/s13045-018-0605-5,1254
The biology of CRISPR-Cas: backward and forward,"F Hille, H Richter, SP Wong, M Bratovič, S Ressel",2018,"… Here, we review the biology of the diverse CRISPR-Cas systems and the major progress 
achieved in recent years in understanding the underlying mechanisms of the three stages of …",https://www.cell.com/cell/fulltext/S0092-8674(17)31383-1,1072
Chemical Biology of H2S Signaling through Persulfidation,"MR Filipovic, J Zivanovic, B Alvarez",2018,"… We cover the chemical biology of persulfides and the chemical probes for detecting them. 
We conclude by discussing the roles ascribed to protein persulfidation in cell signaling …",https://pubs.acs.org/doi/abs/10.1021/acs.chemrev.7b00205,880
Genetics and biology of prostate cancer,"G Wang, D Zhao, DJ Spring",2018,"Despite the high long-term survival in localized prostate cancer, metastatic prostate cancer 
remains largely incurable even after intensive multimodal therapy. The lethality of advanced …",https://genesdev.cshlp.org/content/32/17-18/1105.short,856
"A review of platelet-rich plasma: history, biology, mechanism of action, and classification","R Alves, R Grimalt",2018,"Platelet-rich plasma (PRP) is currently used in different medical fields. The interest in the 
application of PRP in dermatology has recently increased. It is being used in several different …",https://karger.com/sad/article/4/1/18/291354,823
Advances in hypoxia-inducible factor biology,"H Choudhry, AL Harris",2018,"… In contrast to these other well-studied pathways, in this review, we discuss recent advances 
in the biology of hypoxia and HIF regulating epigenetics, non-coding RNAs, biological clocks …",https://www.cell.com/cell-metabolism/fulltext/S1550-4131(17)30617-4,812
The biology of regeneration failure and success after spinal cord injury,"AP Tran, PM Warren, J Silver",2018,"Since no approved therapies to restore mobility and sensation following spinal cord injury (SCI) 
currently exist, a better understanding of the cellular and molecular mechanisms …",https://journals.physiology.org/doi/abs/10.1152/physrev.00017.2017,771
[BOOK][B] Wilson and Walker's principles and techniques of biochemistry and molecular biology,"K Wilson, A Hofmann, JM Walker, S Clokie",2018,"Bringing this best-selling textbook right up to date, the new edition uniquely integrates the 
theories and methods that drive the fields of biology, biotechnology and medicine, …",https://books.google.com/books?hl=en&lr=&id=ObpQDwAAQBAJ&oi=fnd&pg=PR21&dq=biology&ots=bGVLTGCHLF&sig=jU7kJKDPZX_lSlwy-lQz_XbGXSE,746
DAMBE7: New and improved tools for data analysis in molecular biology and evolution,X Xia,2018,"DAMBE is a comprehensive software package for genomic and phylogenetic data analysis 
on Windows, Linux, and Macintosh computers. New functions include imputing missing …",https://academic.oup.com/mbe/article-abstract/35/6/1550/4970565,687
A brief history of autophagy from cell biology to physiology and disease,N Mizushima,2018,"… addressed relating both to the core cell and molecular biology underlying the process, but 
also to the … Further progress in our understanding of autophagy cell biology would clarify the …",https://www.nature.com/articles/s41556-018-0092-5,679
Cell biology and pathophysiology of α-synuclein,"J Burré, M Sharma, TC Südhof",2018,"α-Synuclein is an abundant neuronal protein that is highly enriched in presynaptic nerve 
terminals. Genetics and neuropathology studies link α-synuclein to Parkinson’s disease (PD) …",https://perspectivesinmedicine.cshlp.org/content/8/3/a024091.short,643
"The biology of mucus: Composition, synthesis and organization","R Bansil, BS Turner",2018,"In this review we discuss mucus, the viscoelastic secretion from goblet or mucous producing 
cells that lines the epithelial surfaces of all organs exposed to the external world. Mucus is a …",https://www.sciencedirect.com/science/article/pii/S0169409X17302041,640
Principles of DNA methylation and their implications for biology and medicine,"Y Dor, H Cedar",2018,"DNA methylation represents an annotation system for marking the genetic text, thus providing 
instruction as to how and when to read the information and control transcription. Unlike …",https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)31268-6/fulltext,609
The cell biology of systemic insulin function,"VL Tokarz, PE MacDonald, A Klip",2018,"… through the body and the captivating cell biology that underlies its connections with each … 
By applying a cell biology lens to the five fundamental stages in insulin’s journey in the body…",https://rupress.org/jcb/article-abstract/217/7/2273/39097,596
Biology and regulation of IL-2: from molecular mechanisms to human therapy,"R Spolski, P Li, WJ Leonard",2018,"IL-2 was first identified as a growth factor capable of driving the expansion of activated human 
T cell populations. In the more than 40 years since its discovery, a tremendous amount …",https://www.nature.com/articles/s41577-018-0046-y,538
Biology of oral streptococci,"J Abranches, L Zeng, JK Kajfasz, SR Palmer",2018,"Bacteria belonging to the genus Streptococcus are the first inhabitants of the oral cavity, which 
can be acquired right after birth and thus play an important role in the assembly of the oral …",https://journals.asm.org/doi/abs/10.1128/microbiolspec.gpp3-0042-2018,526
[HTML][HTML] Orthodontic tooth movement: The biology and clinical implications,"Y Li, LA Jacox, SH Little, CC Ko",2018,"… Understanding the biology has profound clinical implications especially in the area of 
accelerating … This review focuses on the biology of tooth movement and its implication in clinical …",https://www.sciencedirect.com/science/article/pii/S1607551X17307647,495
[BOOK][B] Nanoelectromechanics in engineering and biology,MP Hughes,2018,"The success, growth, and virtually limitless applications of nanotechnology depend upon 
our ability to manipulate nanoscale objects, which in turn depends upon developing new …",https://www.taylorfrancis.com/books/mono/10.1201/9781315219202/nanoelectromechanics-engineering-biology-sergey-edward-lyshevski-michael-pycraft-hughes,489
Recent advances in osteoclast biology,"T Ono, T Nakashima",2018,"The bone is an essential organ for locomotion and protection of the body, as well as 
hematopoiesis and mineral homeostasis. In order to exert these functions throughout life, bone …",https://link.springer.com/article/10.1007/s00418-018-1636-2,434
[CITATION][C] Preeclampsia: Methods in Molecular Biology,E Wallace,2018,"Preeclampsia: Methods in Molecular Biology | Monash Health … Chapter/Book title: 
Preeclampsia: Methods in Molecular Biology Chapter title: A randomized double-blinded …",https://repository.monashhealth.org/monashhealthjspui/handle/1/46471,433
Deep learning for biology,S Webb,2018,"… (AI), is making inroads in biology. The algorithms are already infiltrating modern life in 
smartphones, smart speakers and self-driving cars. In biology, deep-learning algorithms dive into …",https://www.nature.com/articles/d41586-018-02174-z,431
[BOOK][B] Everything flows: towards a processual philosophy of biology,"DJ Nicholson, J Dupré",2018,"… There are very few explicitly processual theories in biology … The prime example of this 
substance fixation in biology is our … patterns of reasoning, within biology and elsewhere. The …",https://library.oapen.org/handle/20.500.12657/29752,416
[CITATION][C] Biology: concepts & applications,"C Starr, AE Christine, S Lisa",2018,,No URL,363
[BOOK][B] Protobiology Physical Basis of Biology,K Matsuno,2018,"… monograph is to seek a way of practicing physics in a manner that can give birth to biology. 
… in biology. It is this physics of becoming that should be responsible for giving birth to biology …",https://www.taylorfrancis.com/books/mono/10.1201/9781351076098/protobiology-physical-basis-biology-matsuno,353
The unrealized potential of herbaria for global change biology,"EK Meineke, CC Davis, TJ Davies",2018,"… First, we consider less common applications to global change biology, emphasizing novel 
… on species interactions, an aspect of global change biology that is data poor, but for which …",https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1002/ecm.1307,188
Zebrafish infection: from pathogenesis to cell biology,"V Torraca, S Mostowy",2018,"The study of host–pathogen interactions has illuminated fundamental research avenues in 
both infection and cell biology. Zebrafish (Danio rerio) larvae are genetically tractable, …",https://www.cell.com/trends/cell-biology/fulltext/S0962-8924(17)30181-2,185
[HTML][HTML] Renal cell carcinoma: a review of biology and pathophysiology,"S Nabi, ER Kessler, B Bernard, TW Flaig",2018,"Over the past decade, our understanding of the biology and pathophysiology of renal cell 
carcinoma (RCC) has improved significantly. Insight into the disease process has helped us in …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5850086/,185
[BOOK][B] Encyclopedia of bioinformatics and computational biology: ABC of bioinformatics,"S Ranganathan, K Nakai, C Schonbach",2018,"… biology and an adjunct associate professor in the department of Biology. From 2003 to 2007, 
Dr… Gribskov was the president of the International Society for Computational Biology, the …",https://books.google.com/books?hl=en&lr=&id=rs51DwAAQBAJ&oi=fnd&pg=PP1&dq=biology&ots=q-YU0bPpPV&sig=LQrCsvE6vJfwoZDIl32A-PfKfvw,176
The biology of seamounts: 25 years on,AD Rogers,2018,"Seamounts are one of the major biomes of the global ocean. The last 25 years of research 
has seen considerable advances in the understanding of these ecosystems. The interactions …",https://www.sciencedirect.com/science/article/pii/S0065288118300038,170
The biology of bone metastasis,"M Esposito, T Guise, Y Kang",2018,"Bone metastasis, or the development of secondary tumors within the bone of cancer patients, 
is a debilitating and incurable disease. Despite its morbidity, the biology of bone …",https://perspectivesinmedicine.cshlp.org/content/8/6/a031252.short,167
"Biology and management: A review, critique, and research agenda","AM Nofal, N Nicolaou, N Symeonidou",2018,"In this article, we conduct a systematic review of the emerging literature on the biological 
perspective in management and investigate research spanning the areas of genetics, …",https://journals.sagepub.com/doi/abs/10.1177/0149206317720723,159
SynBioHub: a standards-enabled design repository for synthetic biology,"JA McLaughlin, CJ Myers, Z Zundel, G Mısırlı",2018,"… information in a standardized format using the Synthetic Biology Open Language (SBOL). The 
… due to the complexity of these systems and gaps in our knowledge of the biology involved. …",https://pubs.acs.org/doi/abs/10.1021/acssynbio.7b00403,149
Physical biology of the materials–microorganism interface,"KK Sakimoto, N Kornienko",2018,"Future solar-to-chemical production will rely upon a deep understanding of the material–microorganism 
interface. Hybrid technologies, which combine inorganic semiconductor light …",https://pubs.acs.org/doi/abs/10.1021/jacs.7b11135,148
[BOOK][B] Invasion biology: hypotheses and evidence,"JM Jeschke, T Heger",2018,"There are many hypotheses describing the interactions involved in biological invasions, but 
it is largely unknown whether they are backed up by empirical evidence. This book fills that …",https://www.cabidigitallibrary.org/doi/pdf/10.1079/9781780647647.0000,143
"Whiteflies: Biology, ecology, and management","TM Perring, PA Stansly, TX Liu, HA Smith",2018,"In tomato production, both open field and greenhouse, management of whiteflies and the 
viruses they transmit ranks among the highest priorities of growers. Largely driven by the …",https://www.sciencedirect.com/science/article/pii/B9780128024416000048,142
Biodefense in the age of synthetic biology,",",2018,"Scientific advances over the past several decades have accelerated the ability to engineer 
existing organisms and to potentially create novel ones not found in nature. Synthetic biology, …",https://books.google.com/books?hl=en&lr=&id=IiGEDwAAQBAJ&oi=fnd&pg=PR1&dq=biology&ots=ZYnGMTOjSH&sig=7q57O95setZKcEYzUQZb_-rzByQ,139
[HTML][HTML] CNV biology in neurodevelopmental disorders,"T Takumi, K Tamada",2018,"… Combined with human genetics and systems biology, integrative research by multi-dimensional 
approaches using animal and cell models of CNVs are expected to further …",https://www.sciencedirect.com/science/article/pii/S0959438817302271,131
Systems biology in hepatology: approaches and applications,"A Mardinoglu, J Boren, U Smith, M Uhlen",2018,"… We also review the current systems biology-based applications that are used to facilitate the 
… We finally discuss the potential value of systems biology-based approaches to fulfil unmet …",https://www.nature.com/articles/s41575-018-0007-8,120
Chemical waves in cell and developmental biology,"VE Deneke, S Di Talia",2018,"Many biological events, such as the propagation of nerve impulses, the synchronized cell 
cycles of early embryogenesis, and collective cell migration, must be coordinated with …",https://rupress.org/jcb/article-abstract/217/4/1193/39235,114
