title,authors,year,description,url,citations,clean_title,type,cluster,word_count,char_count,category,domain,publisher,path,query_params,doi,extension
The “second economy” of the USSR,G Grossman,2019,"… ""semilegal"" aspects of the second economy, it may be useful … -hours expended in the whole 
economy.3 The land making up … in the housing sector of the Soviet economy also. By law, the …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429314735-5/second-economy-ussr-gregory-grossman,1026,second ussr,,3,2,10,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429314735-5/second-economy-ussr-gregory-grossman,{},10.4324/9780429314735,
Economy and society: A new translation,M Weber,2019,"… to his publisher that Economy and Society should appear in … know today as Economy and 
Society, that is translated here.1 … to the first four chapters of Economy and Society as WuG I. …",https://books.google.com/books?hl=en&lr=&id=YoyIDwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=tvM78iJSRa&sig=YHN8RzoGLqvG3yc_w-nwp_sSxIQ,967,society new translation,BOOK,9,3,21,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['YoyIDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['tvM78iJSRa'], 'sig': ['YHN8RzoGLqvG3yc_w-nwp_sSxIQ']}",,
Marketing in the sharing economy,"GM Eckhardt, MB Houston, B Jiang",2019,"… The last decade has seen the emergence of the sharing economy … economy’s implications 
for marketing thought and practice remain unclear. This article defines the sharing economy …",https://journals.sagepub.com/doi/abs/10.1177/0022242919861929,941,marketing sharing,,3,2,16,economy,journals.sagepub.com,SAGE Publications,/doi/abs/10.1177/0022242919861929,{},10.1177/0022242919861929,
AI and the Economy,"J Furman, R Seamans",2019,"We review the evidence that artificial intelligence (AI) is having a large effect on the economy. 
Across a variety of statistics—including robotics shipments, AI start-ups, and patent counts…",https://www.journals.uchicago.edu/doi/abs/10.1086/699936,669,ai,,3,1,2,economy,journals.uchicago.edu,University of Chicago Press,/doi/abs/10.1086/699936,{},10.1086/699936,
Connecting circular economy and industry 4.0,"S Rajput, SP Singh",2019,"The purpose of this paper is to understand the hidden connection between Circular Economy 
(CE) and Industry 4.0 in the context of supply chain. The factors responsible for linking CE …",https://www.sciencedirect.com/science/article/pii/S0268401218311599,659,connecting circular industry 40,,7,4,28,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0268401218311599,{},,
The feeling economy: Managing in the next generation of artificial intelligence (AI),"MH Huang, R Rust",2019,"… is deemphasized in the economy, the … Economy has already given way to the Thinking 
Economy, and we posit that the advance of thinking AI is now ushering in the Feeling Economy…",https://journals.sagepub.com/doi/abs/10.1177/0008125619863436,624,feeling managing next generation artificial intelligence ai,,3,7,53,economy,journals.sagepub.com,SAGE Publications,/doi/abs/10.1177/0008125619863436,{},10.1177/0008125619863436,
Building a law-and-political-economy framework: Beyond the twentieth-century synthesis,J Britton,2019,"… With others, we have thus begun to practice a scholarship of ""law and political economy"" (… 
political economy"" is historically variable and contested. We do not mean the ""political economy…",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ylr129&section=36,623,building lawandpoliticaleconomy framework beyond twentiethcentury synthesis,,3,6,70,economy,heinonline.org,HeinOnline,/hol-cgi-bin/get_pdf.cgi,"{'handle': ['hein.journals/ylr129'], 'section': ['36']}",,cgi
Electronic commerce: a study on benefits and challeneges in an emerging economy,MB Kadam,2019,"Data Technology has been assuming an imperative function later on advancement of budgetary 
divisions and the method of working together in a rising economy like India. Expanded …",https://www.viirj.org/vol9issue2/26.pdf,541,electronic commerce study benefits challeneges emerging,PDF,3,6,50,economy,viirj.org,Vidyabharati International Interdisciplinary Research Journal,/vol9issue2/26.pdf,{},,pdf
Riding for Deliveroo: Resistance in the new economy,C Cant,2019,"What is life like for workers in the gig economy? Is it a paradise of flexibility and individual 
freedom? Or is it a world of exploitation and conflict? Callum Cant took a job with one of the …",https://books.google.com/books?hl=en&lr=&id=JOa9DwAAQBAJ&oi=fnd&pg=PT5&dq=economy&ots=ypnN9fDXcX&sig=7NHsuAQrIX7g3YC-pYaFnmMnRbU,540,riding deliveroo resistance new,BOOK,9,4,28,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['JOa9DwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT5'], 'dq': ['economy'], 'ots': ['ypnN9fDXcX'], 'sig': ['7NHsuAQrIX7g3YC-pYaFnmMnRbU']}",,
The Taiwan economy in transition,SWY Kuo,2019,"The Taiwan economy has undergone a successful transition in the post-… economy. This book 
explores and illuminates broad dimensions of the transition growth of the Taiwan economy …",https://books.google.com/books?hl=en&lr=&id=EcXADwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=anKn5jbWhW&sig=__QvPK1ME0NKIVSEm3gHDVShX-c,492,taiwan transition,BOOK,3,2,16,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['EcXADwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['anKn5jbWhW'], 'sig': ['__QvPK1ME0NKIVSEm3gHDVShX-c']}",,
How to globalize the circular economy,"Y Geng, J Sarkis, R Bleischwitz",2019,"… For the past 20 years, China and South Korea have operated industrial parks that use the 
principles of circular economy to link the supply chains of companies and reuse or recycle …",https://www.nature.com/articles/d41586-019-00017-z,476,globalize circular,,3,2,17,economy,nature.com,Nature Publishing Group,/articles/d41586-019-00017-z,{},,
The circular economy: A user's guide,WR Stahel,2019,"A Circular Economy seeks to rebuild capital, whether this is financial, manufactured, human, 
social or natural, and offers opportunities and solutions for all organisations. This book, …",https://www.taylorfrancis.com/books/mono/10.4324/9780429259203/circular-economy-walter-stahel,474,circular users guide,BOOK,3,3,18,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9780429259203/circular-economy-walter-stahel,{},10.4324/9780429259203/,
A spatial knowledge economy,"DR Davis, JI Dingel",2019,"Leading empiricists and theorists of cities have recently argued that the generation and 
exchange of ideas must play a more central role in the analysis of cities. This paper develops the …",https://www.aeaweb.org/articles?id=10.1257/aer.20130249,449,spatial knowledge,,3,2,16,economy,aeaweb.org,American Economic Association,/articles,{'id': ['10.1257/aer.20130249']},,
The Critique Of The Political Economy,K Marx,2019,,No URL,432,critique political,CITATION,2,2,17,economy,,Unknown,No URL,{},,
Economy and society in prehistoric Europe: changing perspectives,A Sherratt,2019,"This book brings together a classic collection of Andrew Sherratt's work on the economic 
foundations of prehistoric Europe, which have put forward important new ideas about the …",https://books.google.com/books?hl=en&lr=&id=8aYxEAAAQBAJ&oi=fnd&pg=PR5&dq=economy&ots=6bVT7FQ9sH&sig=GwTiXxds7DbhJEH2VGsIioqNXxo,386,society prehistoric europe changing perspectives,BOOK,3,5,44,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['8aYxEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR5'], 'dq': ['economy'], 'ots': ['6bVT7FQ9sH'], 'sig': ['GwTiXxds7DbhJEH2VGsIioqNXxo']}",,
Services and the Knowledge-based Economy,"M Boden, I Miles",2019,"… economy of advanced industrial societies. Certain business services are regularly cited as 
evidence for the emergence of a"" knowledge economy"". … this emergent knowledge economy. …",https://books.google.com/books?hl=en&lr=&id=HXGlDwAAQBAJ&oi=fnd&pg=PR7&dq=economy&ots=hsEkEWwtai&sig=S9yFhxXwnwHT5BwxakOoFyzsnLk,352,services knowledgebased,BOOK,3,2,22,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['HXGlDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR7'], 'dq': ['economy'], 'ots': ['hsEkEWwtai'], 'sig': ['S9yFhxXwnwHT5BwxakOoFyzsnLk']}",,
Defining the sharing economy for sustainability,"SK Curtis, M Lehner",2019,"… economy,” … economy from the perspective of sustainability science in order to indicate sharing 
practices that are consistent with the sustainability claims attributed to the sharing economy…",https://www.mdpi.com/2071-1050/11/3/567,341,defining sharing sustainability,,3,3,29,economy,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/2071-1050/11/3/567,{},,
Change everything: Creating an economy for the common good,C Felber,2019,"… Economy for the Common Good movement argues that we need more such values-based 
alternatives. When we started the Economy … concerning what the economy should be about. …",https://books.google.com/books?hl=en&lr=&id=wXC1DwAAQBAJ&oi=fnd&pg=PT10&dq=economy&ots=Epkdkq6fcL&sig=v0HzEp0F1VrFSYlV1HwpQ1Ta2N8,324,change everything creating common good,BOOK,3,5,34,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['wXC1DwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT10'], 'dq': ['economy'], 'ots': ['Epkdkq6fcL'], 'sig': ['v0HzEp0F1VrFSYlV1HwpQ1Ta2N8']}",,
The sharing economy,"JB Schor, M Cansoy",2019,"… We have studied eleven sharing economy cases. We began with four non-profits—a timebank, 
… We currently have more than 300 interviews with sharing economy participants, including …",https://books.google.com/books?hl=en&lr=&id=OjGoDwAAQBAJ&oi=fnd&pg=PA51&dq=economy&ots=Nt4diOOxby&sig=XJIhxsQ_ErZKAPBFf4QV-EXDCMc,186,sharing,,3,1,7,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['OjGoDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PA51'], 'dq': ['economy'], 'ots': ['Nt4diOOxby'], 'sig': ['XJIhxsQ_ErZKAPBFf4QV-EXDCMc']}",,
The model of state management of economy on the basis of the internet of things,"EG Popkova, EN Egorova, E Popova",2019,"… Similarly to micro-economy, the authors adopt the working hypothesis … -economy, digital 
modernization should cover the spheres of national economy and state management of economy…",https://link.springer.com/chapter/10.1007/978-3-030-13397-9_116,151,model state management basis internet things,,3,6,39,economy,link.springer.com,Springer,/chapter/10.1007/978-3-030-13397-9_116,{},10.1007/978,
The economy and the construction industry,"L Sui Pheng, L Shing Hou, LS Pheng",2019,"… Since demand for construction is derived demand from other sectors of the economy, 
construction can only contribute to the economy when there is sufficient complement and basic …",https://link.springer.com/chapter/10.1007/978-981-13-5847-0_2,147,construction industry,,7,2,20,economy,link.springer.com,Springer,/chapter/10.1007/978-981-13-5847-0_2,{},10.1007/978,
The open-system character of the economy and its implications,KW Kapp,2019,"The Physiocrats were the first to perceive the economy as a closed system of interdependent 
variables. The perception of production and reproduction as processes occurring in …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429051319-6/open-system-character-economy-implications-william-kapp,134,opensystem character implications,,3,3,31,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429051319-6/open-system-character-economy-implications-william-kapp,{},10.4324/9780429051319,
Digital economy and a new paradigm of the labor market,E Sadovaya,2019,,No URL,95,digital new paradigm labor market,CITATION,9,5,29,economy,,Unknown,No URL,{},,
The role of the food industry in the national economy,SH Nusratovich,2019,"… diversified sector of the national economy that produces food, … complexes of the national 
economy. Development of long-… important sectors within the national economy. One of the most …",https://www.indianjournals.com/ijor.aspx?target=ijor:aca&volume=9&issue=10&article=004,72,role food industry national,,7,4,24,economy,indianjournals.com,Indian Journals,/ijor.aspx,"{'target': ['ijor:aca'], 'volume': ['9'], 'issue': ['10'], 'article': ['004']}",,aspx
Changemakers: The industrious future of the digital economy,A Arvidsson,2019,"This book argues that, as industrial capitalism enters a period of prolonged crisis, a new 
paradigm of ‘industrious modernity’is emerging. Based on small-scale, commons-based and …",https://books.google.com/books?hl=en&lr=&id=Lhy3DwAAQBAJ&oi=fnd&pg=PT4&dq=economy&ots=Zn_aUdd8NT&sig=aogwJyn2XnRkP1ND-7q5EqSkyAA,71,changemakers industrious future digital,BOOK,0,4,36,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['Lhy3DwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT4'], 'dq': ['economy'], 'ots': ['Zn_aUdd8NT'], 'sig': ['aogwJyn2XnRkP1ND-7q5EqSkyAA']}",,
Construction quality and the economy,"S Pheng, R Premnath",2019,"… When Singapore first gained independence in 1965, her economy was relatively weak and 
… How does the performance of the national economy influence construction quality? These …",https://link.springer.com/content/pdf/10.1007/978-981-13-5847-0.pdf,42,construction quality,BOOK,3,2,19,economy,link.springer.com,Springer,/content/pdf/10.1007/978-981-13-5847-0.pdf,{},10.1007/978,pdf
Class conflict in the capitalist world economy,I Wallerstein,2018,"… in a capitalist world-economy, and since the functioning of the world-economy is such that 
… differentially located in relation to the world-economy should be so dissimilar. It is also then …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429494642-20/class-conflict-capitalist-world-economy-immanuel-wallerstein,8401,class conflict capitalist world,,8,4,28,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429494642-20/class-conflict-capitalist-world-economy-immanuel-wallerstein,{},10.4324/9780429494642,
Cities in a world economy,S Sassen,2018,"… Cities have continued to be increasingly major actors in the global economy, in global 
culture, and in the novel kinds of global wars. The fourth edition introduced a large range of new …",https://books.google.com/books?hl=en&lr=&id=dhlcDwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=NnOXE60rGx&sig=-io2IsBovYYEl8vyqk0r9JE7avo,7958,cities world,BOOK,8,2,11,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['dhlcDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['NnOXE60rGx'], 'sig': ['-io2IsBovYYEl8vyqk0r9JE7avo']}",,
The economy as instituted process,K Polanyi,2018,"The Sociology of Economic Life Page 1 Our main purpose in this chapter is to de- termine 
the meaning that can be attached with consistency to the term “economic” in all the social …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429494338-2/economy-instituted-process-karl-polanyi,4828,instituted process,,3,2,17,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429494338-2/economy-instituted-process-karl-polanyi,{},10.4324/9780429494338,
Circular economy: the concept and its limitations,"J Korhonen, A Honkasalo, J Seppälä",2018,"Circular economy (CE) is currently a popular concept promoted by the EU, by several 
national governments and by many businesses around the world. However, the scientific and …",https://www.sciencedirect.com/science/article/pii/S0921800916300325,4657,circular concept limitations,HTML,0,3,26,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0921800916300325,{},,
"Political geography: World-economy, nation-state and locality","C Flint, PJ Taylor",2018,"… of individuals with the complexity of the world-economy by merging the compatible, but different, 
… It also discusses the dynamics of the capitalist world-economy and the constant tension …",https://www.taylorfrancis.com/books/mono/10.4324/9781315164380/political-geography-colin-flint-peter-taylor,2571,political geography worldeconomy nationstate locality,BOOK,1,5,49,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9781315164380/political-geography-colin-flint-peter-taylor,{},10.4324/9781315164380/,
The value of everything: Making and taking in the global economy,M Mazzucato,2018,"… categories has allowed certain actors in the economy to portray themselves as value creators, 
… The lesson here is urgent and sobering: to rescue our economy from the next inevitable …",https://books.google.com/books?hl=en&lr=&id=H50RDgAAQBAJ&oi=fnd&pg=PT8&dq=economy&ots=lkQ9IJL5Oa&sig=F5kYaiQ0pHhffO_MTajlhRG_R3U,2099,value everything making taking global,BOOK,5,5,33,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['H50RDgAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT8'], 'dq': ['economy'], 'ots': ['lkQ9IJL5Oa'], 'sig': ['F5kYaiQ0pHhffO_MTajlhRG_R3U']}",,
Barriers to the circular economy: Evidence from the European Union (EU),"J Kirchherr, L Piscicelli, R Bour, E Kostense",2018,"… We present the first large-N-study on circular economy … considered the main circular economy 
barriers by businesses and … the transition towards a circular economy. Meanwhile, not a …",https://www.sciencedirect.com/science/article/pii/S0921800917317573,2077,barriers circular evidence european union eu,HTML,3,6,39,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0921800917317573,{},,
Circular economy–From review of theories and practices to development of implementation tools,"Y Kalmykova, M Sadagopan, L Rosado",2018,"The paper provides an overview of the literature on Circular Economy (CE) theoretical 
approaches, strategies and implementation cases. After analyzing different CE approaches and …",https://www.sciencedirect.com/science/article/pii/S0921344917303701,1695,circular economyfrom review theories practices development implementation tools,HTML,3,8,72,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0921344917303701,{},,
The economy as an evolving complex system II,WB Arthur,2018,"A new view of the economy as an evolving, complex system has been pioneered at the Santa 
Fe Institute over the last ten years, This volume is a collection of articles that shape and …",https://books.google.com/books?hl=en&lr=&id=5EpnDwAAQBAJ&oi=fnd&pg=PT15&dq=economy&ots=cXUJ-UWX8d&sig=K39fpnDzuJ5xn9Va6S2JTi4EWpg,1641,evolving complex system ii,BOOK,3,4,23,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['5EpnDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT15'], 'dq': ['economy'], 'ots': ['cXUJ-UWX8d'], 'sig': ['K39fpnDzuJ5xn9Va6S2JTi4EWpg']}",,
How do scholars approach the circular economy? A systematic literature review,"R Merli, M Preziosi, A Acampora",2018,"Circular Economy (CE) aims to overcome the take-make-dispose linear pattern of production 
and consumption, proposing a circular system in which the value of products, materials and …",https://www.sciencedirect.com/science/article/pii/S0959652617330718,1581,scholars approach circular systematic literature review,,3,6,50,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0959652617330718,{},,
The economy as an evolving complex system,PW Anderson,2018,"This book proceeds from a meeting at the Santa Fe Institute where economists and physical 
and biological scientists came together to discuss a conceptual framework incorporating a …",https://books.google.com/books?hl=en&lr=&id=ioNSDwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=wUjwRBOfHX&sig=cPSBfY0bRPwS5-Jur8r7zkjsn7s,1525,evolving complex system,BOOK,3,3,21,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['ioNSDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['wUjwRBOfHX'], 'sig': ['cPSBfY0bRPwS5-Jur8r7zkjsn7s']}",,
Towards a consensus on the circular economy,V Prieto,2018,"… economy, their differing approaches and their multiple applications, this paper attempts to 
propose a consensus view of the basic notions of the circular economy … the circular economy, …",https://www.sciencedirect.com/science/article/pii/S0959652617332146,1525,towards consensus circular,HTML,3,3,24,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0959652617332146,{},,
The bazaar economy: Information and search in peasant marketing,C Geertz,2018,"… particular kind of economy, and it deserves analysis as such. Like an “industrial economy” 
or a “primitive economy,” from both of which it markedly differs, a “bazaar economy” manifests …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429494338-8/bazaar-economy-information-search-peasant-marketing-clifford-geertz,1514,bazaar information search peasant marketing,,3,5,39,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429494338-8/bazaar-economy-information-search-peasant-marketing-clifford-geertz,{},10.4324/9780429494338,
Tango and the political economy of passion,M Savigliano,2018,"What is tango? Dance, music, and lyrics of course, but also a philosophy, a strategy, a 
commodity, even a disease. This book explores the politics of tango, tracing tango's travels from …",https://www.taylorfrancis.com/books/mono/10.4324/9780429497001/tango-political-economy-passion-marta-savigliano,1326,tango political passion,BOOK,2,3,21,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9780429497001/tango-political-economy-passion-marta-savigliano,{},10.4324/9780429497001/,
Spontaneous coronary artery dissection: current state of the science: a scientific statement from the American Heart Association,", J Saw, D Adlam, C Arslanian",2018,"Spontaneous coronary artery dissection (SCAD) has emerged as an important cause of acute 
coronary syndrome, myocardial infarction, and sudden death, particularly among young …",https://www.ahajournals.org/doi/abs/10.1161/cir.0000000000000564,1111,spontaneous coronary artery dissection current state science scientific statement american heart association,,3,12,97,economy,ahajournals.org,American Heart Association Journals,/doi/abs/10.1161/cir.0000000000000564,{},,0000000000000564
Governance in the blockchain economy: A framework and research agenda,"R Beck, C Müller",2018,"… The blockchain economy would manifest itself in a new form of … We discuss the blockchain 
economy along dimensions … governance in the blockchain economy may depart radically from …",https://aisel.aisnet.org/jais/vol19/iss10/1/,1017,governance blockchain framework research agenda,,6,5,43,economy,aisel.aisnet.org,AIS Electronic Library,/jais/vol19/iss10/1/,{},,
Introduction to international political economy,"DN Balaam, B Dillman",2018,"… in the global economy; and it is the only textbook to examine the illicit economy, the 
political economy of the Middle East, and global health. In short, this is an absolute mustread. …",https://www.taylorfrancis.com/books/mono/10.4324/9781315463452/introduction-international-political-economy-david-balaam-bradford-dillman,826,introduction international political,BOOK,4,3,34,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9781315463452/introduction-international-political-economy-david-balaam-bradford-dillman,{},10.4324/9781315463452/,
The Third Revolution: Xi Jinping and the New Chinese State,E Economy,2018,… Elizabeth Economy …,https://works.hcommons.org/records/fqmv3-0n461/files/book-review-the-third-revolution-xi-jinping-and-the-new-chinese-state.pdf,797,third revolution xi jinping new chinese state,PDF,9,7,39,economy,works.hcommons.org,Humanities Commons,/records/fqmv3-0n461/files/book-review-the-third-revolution-xi-jinping-and-the-new-chinese-state.pdf,{},,pdf
What can machines learn and what does it mean for occupations and the economy?,"E Brynjolfsson, T Mitchell, D Rock",2018,"Advances in machine learning (ML) are poised to transform numerous occupations and 
industries. This raises the question of which tasks will be most affected by ML. We apply the …",https://www.aeaweb.org/articles?id=10.1257%2Fpandp.20181019&utm_campaign=The%20Batch&utm_source=hs_email&utm_medium=email&utm_content=275114737&_hsenc=p2ANqtz--8qpeB2Emnw2azdA7MUwcyW6ldvi6BGFbh6V8P4cOaIpmsuFpP6GzvLG1zZEytqv7y1anY_NZhryjzrOwYqla7Q1zmQkP_P92A14SvAHfJX3f4aLU,769,machines learn mean occupations,,3,4,28,economy,aeaweb.org,American Economic Association,/articles,"{'id': ['10.1257/pandp.20181019'], 'utm_campaign': ['The Batch'], 'utm_source': ['hs_email'], 'utm_medium': ['email'], 'utm_content': ['275114737'], '_hsenc': ['p2ANqtz--8qpeB2Emnw2azdA7MUwcyW6ldvi6BGFbh6V8P4cOaIpmsuFpP6GzvLG1zZEytqv7y1anY_NZhryjzrOwYqla7Q1zmQkP_P92A14SvAHfJX3f4aLU']}",,
"Sex, economy, freedom, & community: Eight essays",W Berry,2018,""""" Read [him] with pencil in hand, make notes, and hope that somehow our country and the 
world will soon come to see the truth that is told here.""""—The New York Times Book Review …",https://books.google.com/books?hl=en&lr=&id=6-AREAAAQBAJ&oi=fnd&pg=PT7&dq=economy&ots=toNxLyQBNE&sig=0HpyHRTn_cCdtBlxDQEP5e2tj2w,725,sex freedom community eight essays,BOOK,3,5,30,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['6-AREAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT7'], 'dq': ['economy'], 'ots': ['toNxLyQBNE'], 'sig': ['0HpyHRTn_cCdtBlxDQEP5e2tj2w']}",,
Remaking the Italian economy,RM Locke,2018,"… This book analyzes recent efforts to remake the Italian economy. I became fascinated with Italy 
because of its many contradictions and anomalies. On the one hand, Italy is seen as the “sick …",https://books.google.com/books?hl=en&lr=&id=YlpuDwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=w7K9-yfEER&sig=ZNQrQ3bNORrXm0h_jV2tMZjVL3Q,715,remaking italian,BOOK,3,2,15,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['YlpuDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['w7K9-yfEER'], 'sig': ['ZNQrQ3bNORrXm0h_jV2tMZjVL3Q']}",,
Copyrighting culture: The political economy of intellectual property,RV Bettig,2018,"Launching into a complete analysis of copyright law in our capitalistic and hegemonistic 
political system, Ronald Bettig uncovers the power of the wealthy few to expand their fortunes …",https://www.taylorfrancis.com/books/mono/10.4324/9780429501302/copyrighting-culture-ronald-bettig,683,copyrighting culture political intellectual property,BOOK,2,5,48,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9780429501302/copyrighting-culture-ronald-bettig,{},10.4324/9780429501302/,
Notes from the AI frontier: Modeling the impact of AI on the world economy,"J Bughin, J Seong, J Manyika, M Chui",2018,"… Since its founding in 1990, the McKinsey Global Institute (MGI) has sought to develop a 
deeper understanding of the evolving global economy. As the business and economics research …",https://www.mckinsey.com/~/media/McKinsey/Featured%20Insights/Artificial%20Intelligence/Notes%20from%20the%20frontier%20Modeling%20the%20impact%20of%20AI%20on%20the%20world%20economy/MGI-Notes-from-the-AI-frontier-Modeling-the-impact-of-AI-on-the-world-economy-September-2018.pdf,649,notes ai frontier modeling impact ai world,PDF,5,7,36,economy,mckinsey.com,McKinsey & Company,/~/media/McKinsey/Featured%20Insights/Artificial%20Intelligence/Notes%20from%20the%20frontier%20Modeling%20the%20impact%20of%20AI%20on%20the%20world%20economy/MGI-Notes-from-the-AI-frontier-Modeling-the-impact-of-AI-on-the-world-economy-September-2018.pdf,{},,pdf
Consumption in the circular economy: A literature review,J Camacho,2018,"… economy translates into significant changes in consumption, recent reviews on the circular 
economy do … [2] found that only 19% of the papers defining the circular economy considered …",https://www.mdpi.com/2071-1050/10/8/2758,568,consumption circular literature review,,3,4,35,economy,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/2071-1050/10/8/2758,{},,
Defining and measuring the digital economy,"K Barefoot, D Curtis, W Jolliff, JR Nicholson",2018,"… economy satellite account. These estimates are the first step to a comprehensive measure of 
the contribution of the digital economy to … of the digital economy in the overall US economy. …",https://www.bea.gov/sites/default/files/papers/defining-and-measuring-the-digital-economy.pdf,498,defining measuring digital,PDF,0,3,24,economy,bea.gov,Bureau of Economic Analysis,/sites/default/files/papers/defining-and-measuring-the-digital-economy.pdf,{},,pdf
What do we know about the political economy of economic policy reform?,"S Haggard, SB Webb",2018,"This chapter explores the politics of economic reform. It examines the influence of political 
institutions on the adjustment process, the links between economic conditions and the politics …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429498893-11/know-political-economy-economic-policy-reform-stephan-haggard-steven-webb,496,know political economic policy reform,,8,5,33,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429498893-11/know-political-economy-economic-policy-reform-stephan-haggard-steven-webb,{},10.4324/9780429498893,
National purpose in the world economy: Post-Soviet states in comparative perspective,R Abdelal,2018,"How do national identities affect the world economy? Building on the insight that nationalisms 
and national identities endow economic policy with social purpose, Rawi Abdelal …",https://muse.jhu.edu/pub/255/monograph/book/59715,485,national purpose world postsoviet states comparative perspective,BOOK,5,7,58,economy,muse.jhu.edu,Project MUSE (Johns Hopkins University Press),/pub/255/monograph/book/59715,{},,
The discretionary economy: A normative theory of political economy,M Tool,2018,"The Discretionary Economy argues that we do in fact control our own political and economic 
destinies. As a community, we have discretion over policies that determine whether an …",https://www.taylorfrancis.com/books/mono/10.4324/9781351304887/discretionary-economy-marc-tool,477,discretionary normative theory political,BOOK,2,4,37,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9781351304887/discretionary-economy-marc-tool,{},10.4324/9781351304887/,
The impact of regional and sectoral productivity changes on the US economy,"L Caliendo, F Parro, E Rossi",2018,"We study the impact of intersectoral and interregional trade linkages in propagating disaggregated 
productivity changes to the rest of the economy. Using US regional and industry data, …",https://academic.oup.com/restud/article-abstract/85/4/2042/4774710,472,impact regional sectoral productivity changes us,,5,6,43,economy,academic.oup.com,Oxford University Press,/restud/article-abstract/85/4/2042/4774710,{},,
Innovation and production in the global economy,"C Arkolakis, N Ramondo, A Rodríguez",2018,"We develop a quantifiable general equilibrium model of trade and multinational production (MP) 
in which countries can specialize in innovation or production. Home market effects or …",https://www.aeaweb.org/articles?id=10.1257/aer.20141743,453,innovation production global,,5,3,26,economy,aeaweb.org,American Economic Association,/articles,{'id': ['10.1257/aer.20141743']},,
