title,authors,year,description,url,citations,cluster,type,clean_title,word_count,char_count,category,domain,publisher,path,query_params,doi,extension
roadmap proton therapy physics biology,"H Paganetti, C Beltran, S Both, L Dong",2021.0,"… As such, this roadmap focusses on physics and biology … of Physics in Medicine and Biology. 
Accordingly, except when … of PT from the physics and biology aspects, in which we have …",https://iopscience.iop.org/article/10.1088/1361-6560/abcd16/meta,154,9,,Roadmap: proton therapy physics and biology,6,38,biology,iopscience.iop.org,IOP Science,/article/10.1088/1361-6560/abcd16/meta,{},10.1088/1361,
cell biology canonical wnt signaling,"LV Albrecht, N Tejeda",2021.0,"Wnt signaling has multiple functions beyond the transcriptional effects of β-catenin stabilization. 
We review recent investigations that uncover new cell physiological effects through the …",https://www.annualreviews.org/content/journals/10.1146/annurev-cellbio-120319-023657,132,2,,Cell biology of canonical Wnt signaling,6,34,biology,annualreviews.org,Annual Reviews,/content/journals/10.1146/annurev-cellbio-120319-023657,{},10.1146/annurev-cellbio-120319,
cell biology parkinsons disease,"N Panicker, P Ge, VL Dawson, TM Dawson",2021.0,"Parkinson’s disease (PD) is a progressive neurodegenerative disorder resulting from the 
death of dopamine neurons in the substantia nigra pars compacta. Our understanding of PD …",https://rupress.org/jcb/article-abstract/220/4/e202012095/211906,131,7,,The cell biology of Parkinson's disease,6,34,biology,rupress.org,Rockefeller University Press,/jcb/article-abstract/220/4/e202012095/211906,{},,
cancer biology different older patients,"Y Van Herck, A Feyaerts, S Alibhai",2021.0,"… , we explored the reported differences in tumour biology according to age in five major cancer 
… More research is needed and might lead to a better understanding of the biology of ageing …",https://www.thelancet.com/journals/lanhl/article/PIIS2666-7568(21)00179-3/fulltext,125,4,,Is cancer biology different in older patients?,7,40,biology,thelancet.com,The Lancet,/journals/lanhl/article/PIIS2666-7568(21)00179-3/fulltext,{},,
role metal ions biology biochemistry medicine,M Moustakas,2021.0,"Materials | Free Full-Text | The Role of Metal Ions in Biology, Biochemistry and Medicine … 
The Role of Metal Ions in Biology, Biochemistry and Medicine … In the present work, the 10 …",https://www.mdpi.com/1996-1944/14/3/549,119,0,,"The role of metal ions in biology, biochemistry and medicine",10,51,biology,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/1996-1944/14/3/549,{},,
reproducibility systems biology modelling,"K Tiwari, S Kananathan, MG Roberts",2021.0,"… of the published systems biology models and hence the … to enhance the ability to reproduce 
systems biology models (Box 1). … editors to assess each systems biology model in a research …",https://www.embopress.org/doi/abs/10.15252/msb.20209982,117,0,,Reproducibility in systems biology modelling,5,40,biology,embopress.org,EMBO Press,/doi/abs/10.15252/msb.20209982,{},,20209982
biology human hair greying,"JDB O'Sullivan, C Nicu, M Picard, J Chéret",2021.0,"… Therefore, caution is advised when extrapolating concepts on the biology of greying … 
besides its obvious relevance for human melanocyte biology, also represents an under-appreciated …",https://onlinelibrary.wiley.com/doi/abs/10.1111/brv.12648,113,9,,The biology of human hair greying,6,28,biology,onlinelibrary.wiley.com,Wiley Online Library,/doi/abs/10.1111/brv.12648,{},,12648
chemistry biology fungal meroterpenoids 20092019,"M Jiang, Z Wu, L Liu, S Chen",2021.0,"Fungal meroterpenoids are secondary metabolites from mixed terpene-biosynthetic origins. 
Their intriguing chemical structural diversification and complexity, potential bioactivities, and …",https://pubs.rsc.org/en/content/articlehtml/2021/xx/d0ob02162h,113,0,,The chemistry and biology of fungal meroterpenoids (2009–2019),8,55,biology,pubs.rsc.org,Royal Society of Chemistry,/en/content/articlehtml/2021/xx/d0ob02162h,{},,
pdfpdf journal agriculture applied biology,"R Rai, P Khanal, P Chaudhary, R Dhital",2021.0,"Abstract Evaluation of the genetic variability, heritability and genetic advance of traits is an 
essential task in any plant improvement program. Twenty maize genotypes were replicated …",https://www.researchgate.net/profile/Prakash-Khanal-6/publication/354401330_Genetic_variability_heritability_and_genetic_advance_for_growth_yield_and_yield_related_traits_in_maize_genotypes/links/6136e82a38818c2eaf8847ba/Genetic-variability-heritability-and-genetic-advance-for-growth-yield-and-yield-related-traits-in-maize-genotypes.pdf,19,0,PDF,JOURNAL OF AGRICULTURE AND APPLIED BIOLOGY,6,37,biology,researchgate.net,ResearchGate,/profile/Prakash-Khanal-6/publication/354401330_Genetic_variability_heritability_and_genetic_advance_for_growth_yield_and_yield_related_traits_in_maize_genotypes/links/6136e82a38818c2eaf8847ba/Genetic-variability-heritability-and-genetic-advance-for-growth-yield-and-yield-related-traits-in-maize-genotypes.pdf,{},,pdf
biology function biomedical applications exosomes,"R Kalluri, VS LeBleu",2020.0,"BACKGROUND All cells, prokaryotes and eukaryotes, release extracellular vesicles (EVs) 
as part of their normal physiology and during acquired abnormalities. EVs can be broadly …",https://www.science.org/doi/abs/10.1126/science.aau6977,7812,5,,"The biology, function, and biomedical applications of exosomes",8,55,biology,science.org,Science/AAAS,/doi/abs/10.1126/science.aau6977,{},,aau6977
bookb life moving fluids physical biology flowrevised expanded second edition,S Vogel,2020.0,"Both a landmark text and reference book, Steven Vogel's Life in Moving Fluids has also played 
a catalytic role in research involving the applications of fluid mechanics to biology. In this …",https://books.google.com/books?hl=en&lr=&id=VOfaDwAAQBAJ&oi=fnd&pg=PP1&dq=biology&ots=S76FBlGlkv&sig=m7CpK08rlWYDtWI-Zqir3FmLKwg,4612,0,BOOK,Life in moving fluids: the physical biology of flow-revised and expanded second edition,13,75,biology,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['VOfaDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['biology'], 'ots': ['S76FBlGlkv'], 'sig': ['m7CpK08rlWYDtWI-Zqir3FmLKwg']}",,
gold nanoparticles biology medicine,"DA Giljohann, DS Seferos, WL Daniel",2020.0,"Gold nanoparticles (AuNPs) have a rich history in chemistry, dating back to ancient R beg 
glasses f an ov or decor er 150 y ati ears ago ve purpose oman times w s. The modern here …",https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9780429200151-4&type=chapterpdf,2936,0,,Gold nanoparticles for biology and medicine,6,38,biology,api.taylorfrancis.com,Taylor & Francis,/content/chapters/edit/download,"{'identifierName': ['doi'], 'identifierValue': ['10.1201/9780429200151-4'], 'type': ['chapterpdf']}",,
bookb principles biology volume 1,H Spencer,2020.0,"… direction of Biology than in any other; and had this work been one dealing with Biology at 
large… But it is a work on the Principles of Biology; and to bring an exposition of these up to date, …",https://books.google.com/books?hl=en&lr=&id=UYH3DwAAQBAJ&oi=fnd&pg=PP2&dq=biology&ots=bQwCx6_RTy&sig=XFqa_O5_TlkoMmZISB0vJEBgh-M,1958,0,BOOK,The Principles of Biology: Volume 1,6,30,biology,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['UYH3DwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP2'], 'dq': ['biology'], 'ots': ['bQwCx6_RTy'], 'sig': ['XFqa_O5_TlkoMmZISB0vJEBgh-M']}",,
human organoids model systems human biology medicine,"J Kim, BK Koo, JA Knoblich",2020.0,"The historical reliance of biological research on the use of animal models has sometimes 
made it challenging to address questions that are specific to the understanding of human …",https://www.nature.com/articles/s41580-020-0259-3,1849,9,,Human organoids: model systems for human biology and medicine,9,53,biology,nature.com,Nature Publishing Group,/articles/s41580-020-0259-3,{},,
cell biology mitochondrial membrane dynamics,"M Giacomello, A Pyakurel, C Glytsou",2020.0,"Owing to their ability to efficiently generate ATP required to sustain normal cell function, 
mitochondria are often considered the ‘powerhouses of the cell’. However, our understanding of …",https://www.nature.com/articles/s41580-020-0210-7,1216,2,,The cell biology of mitochondrial membrane dynamics,7,45,biology,nature.com,Nature Publishing Group,/articles/s41580-020-0210-7,{},,
diversity biology cancerassociated fibroblasts,"G Biffi, DA Tuveson",2020.0,"… models to study CAF biology and the implementation of single-… of the research on CAF biology, 
highlighting the most recent … malignant states will advance our knowledge of CAF biology. …",https://journals.physiology.org/doi/abs/10.1152/physrev.00048.2019?rfr_dat=cr_pub%20%200pubmed&url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Physiological_Reviews_TrendMD_0,850,0,,Diversity and biology of cancer-associated fibroblasts,6,49,biology,journals.physiology.org,American Physiological Society,/doi/abs/10.1152/physrev.00048.2019,"{'rfr_dat': ['cr_pub  0pubmed'], 'url_ver': ['Z39.88-2003'], 'rfr_id': ['ori:rid:crossref.org'], 'utm_source': ['TrendMD'], 'utm_medium': ['cpc'], 'utm_campaign': ['Physiological_Reviews_TrendMD_0']}",,2019
exposome health chemistry meets biology,"R Vermeulen, EL Schymanski, AL Barabási, GW Miller",2020.0,"… A basic tenet of biology is that the phenotype results from a combination of genes and … For 
these external forces to have an effect on health, they must alter our biology, suggesting that a …",https://www.science.org/doi/abs/10.1126/science.aay3164,782,0,,The exposome and health: Where chemistry meets biology,8,47,biology,science.org,Science/AAAS,/doi/abs/10.1126/science.aay3164,{},,aay3164
orgasm generation politics reproductive biology,T Laqueur,2020.0,"… Neither advances in reproductive biology nor anatomical discoveries seem sufficient to … 
Writers from the eighteenth century onward sought in the facts of biology a justification for cultural …",https://www.taylorfrancis.com/chapters/edit/10.4324/9781003060338-25/orgasm-generation-politics-reproductive-biology-thomas-laqueur,768,0,,"Orgasm, generation, and the politics of reproductive biology",8,53,biology,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9781003060338-25/orgasm-generation-politics-reproductive-biology-thomas-laqueur,{},10.4324/9781003060338,
monkeypox virus nigeria infection biology epidemiology evolution,"E Alakunle, U Moens, G Nchinda, MI Okeke",2020.0,"… Although the infection biology and epidemiology of MPXV have been widely studied and … 
the current state of knowledge concerning the infection biology, epidemiology, and evolution of …",https://www.mdpi.com/1999-4915/12/11/1257,765,0,,"Monkeypox virus in Nigeria: infection biology, epidemiology, and evolution",9,66,biology,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/1999-4915/12/11/1257,{},,
breast cancer biology biomarkers treatments,"K Barzaman, J Karami, Z Zarei, A Hosseinzadeh",2020.0,"During the past recent years, various therapies emerged in the era of breast cancer. Breast 
cancer is a heterogeneous disease in which genetic and environmental factors are involved. …",https://www.sciencedirect.com/science/article/pii/S1567576920304768,742,4,,"Breast cancer: Biology, biomarkers, and treatments",6,45,biology,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S1567576920304768,{},,
physical principles underlying complex biology intracellular phase transitions,"JM Choi, AS Holehouse",2020.0,"Many biomolecular condensates appear to form via spontaneous or driven processes that 
have the hallmarks of intracellular phase transitions. This suggests that a common underlying …",https://www.annualreviews.org/content/journals/10.1146/annurev-biophys-121219-081629,709,0,,Physical principles underlying the complex biology of intracellular phase transitions,10,76,biology,annualreviews.org,Annual Reviews,/content/journals/10.1146/annurev-biophys-121219-081629,{},10.1146/annurev-biophys-121219,
natural killer cells cancer biology therapy,"SY Wu, T Fu, YZ Jiang, ZM Shao",2020.0,"The tumor microenvironment is highly complex, and immune escape is currently considered 
an important hallmark of cancer, largely contributing to tumor progression and metastasis. …",https://link.springer.com/article/10.1186/s12943-020-01238-x,682,9,,Natural killer cells in cancer biology and therapy,8,43,biology,link.springer.com,Springer,/article/10.1186/s12943-020-01238-x,{},10.1186/s12943,
bookb liver biology pathobiology,"IM Arias, HJ Alter, JL Boyer, DE Cohen, DA Shafritz",2020.0,"… leading researchers examine the cell biology of the liver, the … to reflect new discoveries 
in biology and their influence on … genomic analyses, the molecular biology of hepatitis, drug …",https://books.google.com/books?hl=en&lr=&id=80bLEAAAQBAJ&oi=fnd&pg=PA14&dq=biology&ots=6BMBtKDcfZ&sig=TgjS7f7oWTo4DpjQ2MJAAkIBD4c,667,0,BOOK,The liver: biology and pathobiology,5,31,biology,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['80bLEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PA14'], 'dq': ['biology'], 'ots': ['6BMBtKDcfZ'], 'sig': ['TgjS7f7oWTo4DpjQ2MJAAkIBD4c']}",,
bookb biology cycads,"K Norstog, TJ Nicholls",2020.0,"Thoroughly referenced and generously illustrated, this book discusses all aspects of cycadology. A small group of ancient palmlike seed plants noted for their beautiful foliage …",https://www.degruyter.com/document/doi/10.7591/9781501737329/html,628,0,BOOK,The biology of the cycads,5,21,biology,degruyter.com,De Gruyter,/document/doi/10.7591/9781501737329/html,{},10.7591/9781501737329/,
superplots communicating reproducibility variability cell biology,"SJ Lord, KB Velle, RD Mullins, LK Fritz",2020.0,"P values and error bars help readers infer whether a reported difference would likely recur, 
with the sample size n used for statistical tests representing biological replicates, …",https://rupress.org/jcb/article/151717/SuperPlots-Communicating-reproducibility-and,522,2,,SuperPlots: Communicating reproducibility and variability in cell biology,8,66,biology,rupress.org,Rockefeller University Press,/jcb/article/151717/SuperPlots-Communicating-reproducibility-and,{},,
bookb charge transfer physics chemistry biology physical mechanisms elementary processes introduction theory,AM Kuznetrsov,2020.0,"… Subsequently the theory of the elementary chemical processes in condensed media 
developed very fast and many results were obtained, the significance of which was not …",https://www.taylorfrancis.com/books/mono/10.1201/9781003077244/charge-transfer-physics-chemistry-biology-kuznetrsov,481,1,BOOK,"Charge transfer in physics, chemistry and biology: physical mechanisms of elementary processes and an introduction to the theory",18,111,biology,taylorfrancis.com,Taylor & Francis,/books/mono/10.1201/9781003077244/charge-transfer-physics-chemistry-biology-kuznetrsov,{},10.1201/9781003077244/,
quantum biology revisited,"J Cao, RJ Cogdell, DF Coker, HG Duan, J Hauer",2020.0,"Photosynthesis is a highly optimized process from which valuable lessons can be learned 
about the operating principles in nature. Its primary steps involve energy transport operating …",https://www.science.org/doi/abs/10.1126/sciadv.aaz4888,450,0,,Quantum biology revisited,3,23,biology,science.org,Science/AAAS,/doi/abs/10.1126/sciadv.aaz4888,{},,aaz4888
teleological notions biology,"C Allen, JP Neal",2020.0,"The manifest appearance of function and purpose in living systems is responsible for the 
prevalence of apparently teleological explanations of organismic structure and behavior in …",https://philpapers.org/rec/ALLTNI-5,182,0,,Teleological notions in biology,4,28,biology,philpapers.org,PhilPapers,/rec/ALLTNI-5,{},,
nuclear morphology biology cancer cells,EG Fischer,2020.0,"… Over the past 20–30 years, our knowledge about cancer biology has expanded dramatically… 
It also explores how microscopically visible nuclear abnormalities impact the biology of …",https://karger.com/acy/article/64/6/511/9923,167,4,,Nuclear morphology and the biology of cancer cells,8,43,biology,karger.com,Karger Publishers,/acy/article/64/6/511/9923,{},,
amyloid phenomenon significance biology medicine,"CM Dobson, TPJ Knowles",2020.0,"The misfolding of proteins is now recognized to be the origin of a large number of medical 
disorders. One particularly important group of such disorders is associated with the …",https://cshperspectives.cshlp.org/content/12/2/a033878.short,156,0,,The amyloid phenomenon and its significance in biology and medicine,10,58,biology,cshperspectives.cshlp.org,Cold Spring Harbor Perspectives,/content/12/2/a033878.short,{},,short
predictive biology modelling understanding harnessing microbial complexity,"AJ Lopatkin, JJ Collins",2020.0,"… is the next great chapter in synthetic and systems biology, … of diverse expertise across 
biology, physics and engineering, … In this Review, we discuss key areas of predictive biology …",https://www.nature.com/articles/s41579-020-0372-5,147,0,,"Predictive biology: modelling, understanding and harnessing microbial complexity",8,73,biology,nature.com,Nature Publishing Group,/articles/s41579-020-0372-5,{},,
molecular biology coronaviruses current knowledge,"IM Artika, AK Dewantari, A Wiyatno",2020.0,"The emergence of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) late 
December 2019 in Wuhan, China, marked the third introduction of a highly pathogenic …",https://www.cell.com/heliyon/fulltext/S2405-8440(20)31586-3,133,4,,Molecular biology of coronaviruses: current knowledge,6,48,biology,cell.com,Cell Press,/heliyon/fulltext/S2405-8440(20)31586-3,{},,
recent insights biology pancreatic cancer,"W Yao, A Maitra, H Ying",2020.0,"… are the defining features of PDAC biology that dictate the dismal natural history. Recent … 
, which further sheds light on the complex biology and the observed treatment recalcitrance. …",https://www.thelancet.com/article/S2352-3964(20)30030-X/fulltext,132,4,,Recent insights into the biology of pancreatic cancer,8,46,biology,thelancet.com,The Lancet,/article/S2352-3964(20)30030-X/fulltext,{},,
htmlhtml camv35s promotera plant biology biotechnology workhorse era synthetic biology,"SC Amack, MS Antunes",2020.0,"… for synthetic biology approaches in plants and leverage plant biology and biotechnology … 
biology community and universal acceptance thereafter. By doing so, future synthetic biology …",https://www.sciencedirect.com/science/article/pii/S2214662820300608,127,0,HTML,CaMV35S promoter–A plant biology and biotechnology workhorse in the era of synthetic biology,13,80,biology,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S2214662820300608,{},,
fourteen recommendations create inclusive environment lgbtq individuals academic biology,"KM Cooper, AJJ Auerbach, JD Bader",2020.0,"… of guidelines to make biology learning environments more … biologists, biology educators, 
and biology education researchers … biology learning spaces and the broader academic biology …",https://www.lifescied.org/doi/abs/10.1187/cbe.20-04-0062,124,3,,Fourteen recommendations to create a more inclusive environment for LGBTQ+ individuals in academic biology,14,93,biology,lifescied.org,Life Science Education,/doi/abs/10.1187/cbe.20-04-0062,{},,20-04-0062
biology physiological health,JS Ayres,2020.0,"The ability to maintain health, or recover to a healthy state after disease, is an active 
process involving distinct adaptation mechanisms coordinating interactions between all …",https://www.cell.com/cell/fulltext/S0092-8674(20)30329-9,112,0,,The biology of physiological health,5,31,biology,cell.com,Cell Press,/cell/fulltext/S0092-8674(20)30329-9,{},,
bookb game theory biology concepts frontiers,"JM McNamara, O Leimar",2020.0,"… of the applications of game theory in biology; our focus is on game-… biology is important, 
incorporating central topics in life-history theory, ecology, and general evolutionary biology …",https://books.google.com/books?hl=en&lr=&id=UZr9DwAAQBAJ&oi=fnd&pg=PP1&dq=biology&ots=vyd8SaSmwo&sig=38knt0nsTENOND9M3fbol6oAH30,107,0,BOOK,Game theory in biology: concepts and frontiers,7,40,biology,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['UZr9DwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['biology'], 'ots': ['vyd8SaSmwo'], 'sig': ['38knt0nsTENOND9M3fbol6oAH30']}",,
bookb biology concepts investigations online,M Hoefnagels,2020.0,"Through the Texas Core Curriculum, students will gain a foundation of knowledge of human 
cultures and the physical and natural world, develop principles of personal and social …",https://rangercollege.simplesyllabus.com/api2/doc-pdf/qg1j2i6hy/Spring-2024-%28232S%29-BIOL-1407-C64-.pdf,89,0,BOOK,Biology: Concepts and Investigations (ONLINE ONLY!!),6,47,biology,rangercollege.simplesyllabus.com,Ranger College,/api2/doc-pdf/qg1j2i6hy/Spring-2024-%28232S%29-BIOL-1407-C64-.pdf,{},,pdf
biology,K Wilson,2020.0,"Last night, someone from my hometown posted on Facebook to say that our eighth grade 
biology teacher, Mr. Reynolds, had died. There was a link to the local funeral home’s memorial …",https://muse.jhu.edu/pub/236/article/746332/summary,15,0,,Biology,1,7,biology,muse.jhu.edu,Project MUSE (Johns Hopkins University Press),/pub/236/article/746332/summary,{},,
bookb struggle existence classic mathematical biology ecology,GF Gause,2019.0,"This work by Russian microbiologist GF Gause broke ground for all subsequent research in 
the biomathematics of populations. Gause's work is essential in giving modern science its …",https://books.google.com/books?hl=en&lr=&id=a_6zDwAAQBAJ&oi=fnd&pg=PA1&dq=biology&ots=flRn-8MXZB&sig=8ajuy_bpE8Dy9Alvm7fCaTRJvh0,6273,0,BOOK,The struggle for existence: a classic of mathematical biology and ecology,11,63,biology,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['a_6zDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PA1'], 'dq': ['biology'], 'ots': ['flRn-8MXZB'], 'sig': ['8ajuy_bpE8Dy9Alvm7fCaTRJvh0']}",,
bookb introduction systems biology design principles biological circuits,U Alon,2019.0,"… simplifying principles, but biology is astoundingly complex. … principles throughout the history 
of biology. The search for these … This book presents one path into systems biology based on …",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.1201/9780429283321&type=googlepdf,4876,1,BOOK,An introduction to systems biology: design principles of biological circuits,10,67,biology,api.taylorfrancis.com,Taylor & Francis,/content/books/mono/download,"{'identifierName': ['doi'], 'identifierValue': ['10.1201/9780429283321'], 'type': ['googlepdf']}",,
biogenesis biology characterization circular rnas,"LS Kristensen, MS Andersen, LVW Stagsted",2019.0,"… This Review describes recent progress in our understanding of the biogenesis and 
biology of circRNAs and delineates modern technologies that will further advance this rapidly …",https://www.nature.com/articles/s41576-019-0158-7,3659,0,,"The biogenesis, biology and characterization of circular RNAs",8,54,biology,nature.com,Nature Publishing Group,/articles/s41576-019-0158-7,{},,
overview micrornas biology functions therapeutics analysis methods,"K Saliminejad, HR Khorram Khorshid",2019.0,"MicroRNAs (miRNAs) are a class of small noncoding RNAs, which function in posttranscriptional 
regulation of gene expression. They are powerful regulators of various cellular activities …",https://onlinelibrary.wiley.com/doi/abs/10.1002/jcp.27486,1768,4,,"An overview of microRNAs: Biology, functions, therapeutics, and analysis methods",10,71,biology,onlinelibrary.wiley.com,Wiley Online Library,/doi/abs/10.1002/jcp.27486,{},,27486
mesenchymal stem cell perspective cell biology clinical progress,"MF Pittenger, DE Discher, BM Péault",2019.0,"… MSCs have become widely studied over the past ~30 years for their interesting cell biology, 
… In the sections below, we highlight developments and understanding in the cell biology of …",https://www.nature.com/articles/s41536-019-0083-6,1679,2,,Mesenchymal stem cell perspective: cell biology to clinical progress,9,60,biology,nature.com,Nature Publishing Group,/articles/s41536-019-0083-6,{},,
crc handbook biochemistry molecular biology,GD Fasman,2019.0,"Cumulative Series Index for CRC Handbook of Biochemistry and Molecular Biology; Edition 
3 … Handbook of Biochemistry and Molecular Biology … RECENT ADVANCES IN …",https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9780429291425-3&type=chapterpdf,1460,4,,CRC handbook of biochemistry and molecular biology,7,44,biology,api.taylorfrancis.com,Taylor & Francis,/content/chapters/edit/download,"{'identifierName': ['doi'], 'identifierValue': ['10.1201/9780429291425-3'], 'type': ['chapterpdf']}",,
follicular helper cell biology decade discovery diseases,S Crotty,2019.0,"Helping B cells and antibody responses is a major function of CD4 + T cells. It has been 10 
years since the publication of Bcl6 as the lineage-defining transcription factor for T follicular …",https://www.cell.com/immunity/fulltext/S1074-7613(19)30191-8,1392,2,,T follicular helper cell biology: a decade of discovery and diseases,11,58,biology,cell.com,Cell Press,/immunity/fulltext/S1074-7613(19)30191-8,{},,
bookb biology caves subterranean habitats,"DC Culver, T Pipan",2019.0,"… subterranean biology. irty- ve years ago, when one of us (DCC) wrote a book on the biology 
… We have assumed no training in biology beyond a standard university year-long course, …",https://books.google.com/books?hl=en&lr=&id=azGPDwAAQBAJ&oi=fnd&pg=PP1&dq=biology&ots=W6MJKUn4wY&sig=oAs22xqLDY80gX4gMeBFCPoYNBY,1221,0,BOOK,The biology of caves and other subterranean habitats,8,45,biology,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['azGPDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['biology'], 'ots': ['W6MJKUn4wY'], 'sig': ['oAs22xqLDY80gX4gMeBFCPoYNBY']}",,
microglia biology one century evolving concepts,"M Prinz, S Jung, J Priller",2019.0,"… Over the past few decades, microglia biology has undergone a revolution with regard to our 
… , little information is available regarding microglia biology in the human brain. This will be …",https://www.cell.com/cell/fulltext/S0092-8674(19)31004-9,1193,0,,Microglia biology: one century of evolving concepts,7,45,biology,cell.com,Cell Press,/cell/fulltext/S0092-8674(19)31004-9,{},,
vascular endothelial cell biology update,A Krüger,2019.0,"The vascular endothelium, a monolayer of endothelial cells (EC), constitutes the inner 
cellular lining of arteries, veins and capillaries and therefore is in direct contact with the …",https://www.mdpi.com/1422-0067/20/18/4411,1136,2,,Vascular endothelial cell biology: an update,6,39,biology,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/1422-0067/20/18/4411,{},,
integrative biology type 2 diabetes,"M Roden, GI Shulman",2019.0,"Obesity and type 2 diabetes are the most frequent metabolic disorders, but their causes 
remain largely unclear. Insulin resistance, the common underlying abnormality, results from …",https://www.nature.com/articles/s41586-019-1797-8,1112,0,,The integrative biology of type 2 diabetes,7,36,biology,nature.com,Nature Publishing Group,/articles/s41586-019-1797-8,{},,
hippo pathway biology pathophysiology,"S Ma, Z Meng, R Chen, KL Guan",2019.0,"The Hippo pathway was initially discovered in Drosophila melanogaster as a key regulator 
of tissue growth. It is an evolutionarily conserved signaling cascade regulating numerous …",https://www.annualreviews.org/content/journals/10.1146/annurev-biochem-013118-111829,1048,0,,The Hippo pathway: biology and pathophysiology,6,41,biology,annualreviews.org,Annual Reviews,/content/journals/10.1146/annurev-biochem-013118-111829,{},10.1146/annurev-biochem-013118,
platelet biology functions new concepts clinical perspectives,"PEJ van der Meijden, JWM Heemskerk",2019.0,"Platelets—blood cells continuously produced from megakaryocytes mainly in the bone 
marrow—are implicated not only in haemostasis and arterial thrombosis, but also in other …",https://www.nature.com/articles/s41569-018-0110-0.,929,3,,Platelet biology and functions: new concepts and clinical perspectives,9,62,biology,nature.com,Nature Publishing Group,/articles/s41569-018-0110-0.,{},,
role necroptosis cancer biology therapy,"Y Gong, Z Fan, G Luo, C Yang, Q Huang, K Fan",2019.0,"Apoptosis resistance is to a large extent a major obstacle leading to chemotherapy failure 
during cancer treatment. Bypassing the apoptotic pathway to induce cancer cell death is …",https://link.springer.com/article/10.1186/s12943-019-1029-8,907,9,,The role of necroptosis in cancer biology and therapy,9,45,biology,link.springer.com,Springer,/article/10.1186/s12943-019-1029-8,{},10.1186/s12943,
biology therapeutic potential interleukin10,"M Saraiva, P Vieira, A O'garra",2019.0,"The cytokine IL-10 is a key anti-inflammatory mediator ensuring protection of a host from 
over-exuberant responses to pathogens and microbiota, while playing important roles in other …",https://rupress.org/jem/article-abstract/217/1/e20190418/132577,887,0,,Biology and therapeutic potential of interleukin-10,6,46,biology,rupress.org,Rockefeller University Press,/jem/article-abstract/217/1/e20190418/132577,{},,
baculovirus molecular biology,GF Rohrmann,2019.0,"… some features of baculovirus biology in terms of their hypothetical function. These theories 
are based on current and probably very limited understanding of the biology of this complex …",https://ir.library.oregonstate.edu/concern/defaults/7d279043k?localeen,797,4,,Baculovirus molecular biology,3,27,biology,ir.library.oregonstate.edu,Oregon State University Library,/concern/defaults/7d279043k,{},,
bookb datacentric biology philosophical study,S Leonelli,2019.0,"… In Data-Centric Biology, Sabina Leonelli probes the … potential impact of data-centric biology, 
she draws on scholarship … of science, Data-Centric Biology offers a nuanced account of an …",https://www.degruyter.com/document/doi/10.7208/9780226416502/html,765,0,BOOK,Data-centric biology: A philosophical study,5,39,biology,degruyter.com,De Gruyter,/document/doi/10.7208/9780226416502/html,{},10.7208/9780226416502/,
biology streptococcus mutans,"JA Lemos, SR Palmer, L Zeng, ZT Wen",2019.0,"As a major etiological agent of human dental caries, Streptococcus mutans resides primarily 
in biofilms that form on the tooth surfaces, also known as dental plaque. In addition to caries…",https://journals.asm.org/doi/abs/10.1128/microbiolspec.gpp3-0051-2018,740,0,,The Biology of Streptococcus mutans,5,31,biology,journals.asm.org,American Society for Microbiology,/doi/abs/10.1128/microbiolspec.gpp3-0051-2018,{},,gpp3-0051-2018
general introduction glucocorticoid biology,"S Timmermans, J Souffriau, C Libert",2019.0,"… Increased knowledge on GC and GR biology together with a better understanding of the … 
We here provide a general overview on the current insights in GC biology with a focus on GC …",https://www.frontiersin.org/articles/10.3389/fimmu.2019.01545/full,650,1,,A general introduction to glucocorticoid biology,6,43,biology,frontiersin.org,Frontiers,/articles/10.3389/fimmu.2019.01545/full,{},,
